"","ID","Post_URL","Img_URL","Likes","Owner","Text","Date"
"15","CdzBcCwupcN","http://instagram.com/p/CdzBcCwupcN","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/281914091_1072305433704427_5825018260321568914_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=uzKYeSj1w20AX9Hmpk6&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8BWzv3sh7QmuQbozl7BWHNa2Zws_sN7fUHluM-FcfVqg&oe=62A6BE48&_nc_sid=4efc9f","368","40147482","¡Todos de pie para recibir a los ganadores de Danza Urbana en la final del #TECdance de @vibrartfestival ! 👏🤩🥳 Muchas felicidades ganadoras y ganadores, su coreo estuvo de alto impacto; siempre orgullosos de tener al mejor talento en el #TECcampusGDL. . . . . 📷@v.f.p  #VibrArt #TECdance #Dance #Danza #Coreography #ChillVibes #Instamood","2022-05-20 17:49:44"
"16","CdygYXWDZAW","http://instagram.com/p/CdygYXWDZAW","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/282494418_955957328416572_2036936602283537730_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=vi10IZ86YFwAX9am4pQ&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_bIzSEseAYoKao3cDEA345aWntDN4Nyd3vbGJYw9mzpg&oe=62A20685&_nc_sid=4efc9f","80","49045635934","les dejo este video de cuando presente mi discurso persuasivo !  . . . . .  #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec","2022-05-20 13:01:25"
"17","CduOtZ3DHf9","http://instagram.com/p/CduOtZ3DHf9","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/282275559_707752470441538_461686325472854475_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=v16AIjyxyOgAX_0p64c&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_zV0UMslW8MVWwbfIG1h5zWGZQWW-SG0gk7F_HYoLJfQ&oe=62A5F8D4&_nc_sid=4efc9f","124","49045635934","Otro semestre terminando!   #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec","2022-05-18 21:09:30"
"18","CdrvcdUNP2p","http://instagram.com/p/CdrvcdUNP2p","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/281623964_159788223191913_2085386108574274410_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=_EqfUzlJdq8AX9LB98z&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_dQo7Q5zBtlqCj4xiSBrvME1y8byFQvhyEO1LnyN3rNg&oe=62A74DFD&_nc_sid=4efc9f","225","5987193983","¡Que gran sorpresa recibí hoy, muchas gracias a todas y todos mis compañeros y a toda la comunidad del #TECcampusGDL!  Hoy celebro un año más de vida; de cambios, de transformación, formación y plenitud. Agradezco y celebro la vida y la bendición de estar acompañada de  personas maravillosas.  Gracias a mi hermosa familia y a mi querido Tec!! 💙 Gracias por sus muestras de cariño y amistad! Las atesoro eternamente! 💙💙","2022-05-17 21:57:49"
"19","CdgsZrAuZH0","http://instagram.com/p/CdgsZrAuZH0","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/280571008_765593434626742_1327179207290717178_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=lfHZx4v_048AX-Hy454&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-M8yfY3WTvpMtTu59CjDUM6Ap18YZA0Y4_4rVd7Duusw&oe=62A5E6AC&_nc_sid=4efc9f","53","2218930163","Entrega de prototipos funcionales con socio formador de alumnos de Tec21 en cuarto semestre para la materia de Especificaciones de producto y servicio. ¡Lograron resultados impresionantes!  #design #ldigdl #designstudent #studentcommunity #teccampusgdl","2022-05-13 14:59:35"
"20","CdeKxeZOPn8","http://instagram.com/p/CdeKxeZOPn8","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/280681407_124297850042679_1892172578786081861_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=NEmHFANThrAAX9LTgE8&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-iXNPYfI4rLg_468IsNj_YzEtKCAsmJxCf07ya4v6ElA&oe=62A75FE2&_nc_sid=4efc9f","56","53050846904","¡Por siempre campeones! #BorregosGDL en el #CNTU en #TECcampusGDL. 🎾💪  Singles varonil: 🥇Moisés Rubio  Dobles varonil: 🥇Moisés Rubio y Pablo Guerra 🥈Diego Navarro y Alfonso Blancafort  Felicidades por todo su esfuerzo y preparación para esta 2da Jornada del Circuito Nacional de Tenis Universitario. ¡#SomosBorregos! 💙💪","2022-05-12 15:27:15"
"21","Cdbi-j0uqGa","http://instagram.com/p/Cdbi-j0uqGa","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/280452510_724812601996304_5488595959899444496_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Wqz1cvpCAawAX89LO3y&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8kNWoE2Y4RPchmjc0eV-XrlNZ7L1bj7_QrkxV7gy85zA&oe=62A7AFF6&_nc_sid=4efc9f","81","2218930163","Entrega de prototipos para definir y analizar medidas antropométricas en estaciones de trabajo para Apasionada Maquinación.  #design #ldigdl #designstudent #studentcommunity #teccampusgdl","2022-05-11 15:01:02"
"22","CdYILsAuBW4","http://instagram.com/p/CdYILsAuBW4","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/280155891_343361084561029_1775588820166799615_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=0FIbrN23PCcAX_6Xxzk&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8nZYgyZIZeCxz5YQClIDkUZgd4N7XV5_BVLtG67QeWjA&oe=62A70982&_nc_sid=4efc9f","0","53181608935","#diseño #diseñodeinteriores #diseñoindustrial #art #teccampusgdl  #tecnologicodemonterrey","2022-05-10 07:09:10"
"23","CdEJ9n-OlxJ","http://instagram.com/p/CdEJ9n-OlxJ","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279801566_470931948156653_1076740789626173536_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=YrvslaAyy7wAX8HDdPd&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_66Yavum9EtNzXLkyCiTEBJG41-wo8LzXF1ibkCPAVOw&oe=62A5F293&_nc_sid=4efc9f","-1","49045635934","If we go down then we go down together 💫 . . . . . . .  #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec","2022-05-02 12:59:55"
"24","Cc__o0euUFP","http://instagram.com/p/Cc__o0euUFP","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/279397555_162891302854791_1987749834021137989_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=QNPv9OsKfIMAX_ccIO5&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9DPori2VYsEu0PvvG20K1bfp_f55m1qfAy-J5tsoM1bg&oe=62A6BCF1&_nc_sid=4efc9f","-1","49045635934","faltaba mi post del Día del niño!  les dejo a majito bebé  . . . . Majo del pasado estaría super orgullosa de lo que soy hoy en día ! . . . .  #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec #diadelniño #bebe #niños","2022-04-30 22:12:44"
"25","Cc_EuSJOCTz","http://instagram.com/p/Cc_EuSJOCTz","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/279367090_1059535591308823_6965492441472172780_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=RKMcMa-qRXEAX8g-wSM&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-n3SocOQQNndHWbiW5Q-X4IoJVgvBA2Mjmg-i6-juNYg&oe=62A6BBD0&_nc_sid=4efc9f","126","49069661233","Feliz día del niñoooo💙🐣  A mis hermanitos que tanto adoro! Nunca dejen que su niño interior se vaya, eso los hace increíblessss! Los adoro🤍 .   #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdl #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec #diadelniño #childrensday","2022-04-30 13:37:56"
"26","Cc9WsDEud2B","http://instagram.com/p/Cc9WsDEud2B","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279334597_406797331288770_2683803459385590616_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=5uQaVCx8gB4AX84YYqs&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_u6-e_vs7hiB2kyhVhGytec1HdbEQj7Tu_eCmtnRNIcw&oe=62A72CED&_nc_sid=4efc9f","106","49069661233","Día internacional de la danza 🩰 Felicidades a todos los bailarines! Que la danza siga siendo nuestro motor de todos los días ❤️   #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdl #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec","2022-04-29 21:36:26"
"27","Cc8pmODO6mN","http://instagram.com/p/Cc8pmODO6mN","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279408406_1236362650229005_94002747595651968_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dcr4wXCrzK8AX9AkMPA&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_LWOMavdyxuufq0uHTcwV8crSWx-4fRRhGZmQTM0ZgNA&oe=62A60776&_nc_sid=4efc9f","-1","49045635934","Cerrando semana en el campus con un atardecer supeeeer bonito en centro de congresos . . . . . Qué tal su semana ? . . . . .  #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec","2022-04-29 15:02:25"
"28","Cc8PUZGMLNv","http://instagram.com/p/Cc8PUZGMLNv","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279322636_318774283544476_7139760578034058837_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=07rf-mG_f4AAX986aG6&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_j29OBo8l9gnqIDadDt5qkbr-KohpZJ6A2Rxr2YMUEHA&oe=62A1E7C6&_nc_sid=4efc9f","42","53050846904","Nuestros #BorregosGDL están listos para enfrentar a los Guerreros Jaguar del @colegiosubirefootball . ¡Demostremos quien tiene la #Fortaleza en la liga  @onefaoficial !   Ven a apoyarlos hoy a las 18:00 horas en el #TECcampusGDL. ¡#SomosBorregos!  #BorregosEnONEFA #FutbolAmericano #GameDay  . . . . 📹: José Masato Sandoval.","2022-04-29 11:14:13"
"29","Cc5-fwyOEIi","http://instagram.com/p/Cc5-fwyOEIi","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279361627_2158874220931638_6664430761617693948_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=dWnWFgA3fNUAX-bUVYL&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_GY9hR3pEyZn3dYYOn2SPn8YWQhhvxAsXjkiv1jxm-hg&oe=62A6D430&_nc_sid=4efc9f","72","2218930163","Exposición de piezas de los alumnos de la Concentración en Diseño, Producción y Comercialización de Joyería en plata y cobre. La muestra está montada en la Galería de Diseño I ubicada en el cuarto piso de EIAAD afuera del taller de joyería.   ¡No se la pueden perder!   #design #ldigdl #designstudent #studentcommunity #teccampusgdl","2022-04-28 14:07:19"
"30","Cc0ZUFWLLSI","http://instagram.com/p/Cc0ZUFWLLSI","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279152682_607098574415346_3415690180707446955_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=OUHCIlirr5AAX8BPfMG&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_r6LYRMUhKZ_wxIkp4EIPL-UCYGgw0jWNMkQjs1B0SRg&oe=62A26F99&_nc_sid=4efc9f","26","178044107","Dilemas de la vida casi profesional mientras cocinamos con @daniela.embajadorestec   Hablamos de cómo es ser foráneos en otro país, adaptaciones, retos y enseñanzas de nuestra vida universitaria en el Tec y el mundo🇲🇽🇩🇰  #embajadorestec #foraneos #teccampusgdl #embajadoresporelmundo","2022-04-26 10:06:37"
"31","CcyUgpMFe0t","http://instagram.com/p/CcyUgpMFe0t","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/279068059_660035495082561_2112428639445494698_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=uXuozHSlj8IAX80w1h2&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8tDZ0mkMuvUTJVv3HgWCw6sXYwQJGaNBOcjrXgVI_HvA&oe=62A71AB9&_nc_sid=4efc9f","-1","49045635934","no cap  Winston en la oficina hace desorden a otro nivel   #amamosloquehacemos #7mageneración #embajadorestec #tec #prepatec #prepatecgdl #campusgdi #teccampusgdl #tecnologicodemonterrey #liderazgo #regresoaclases #tec #tecstore #backtoschool #amigos #campus #gdl #gruposestudiantiles #deporte #arteycultura #eventos #prepasgdl #amigos #soyprepatec #soytec #gallos #winston","2022-04-25 14:45:45"
