"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Publisher","","Verified Purchase","","","","3.0","March 03, 2022","United States","not quite sure what all the fuss was about. i guess the achievement was to make a movie that looked and felt like a doc, but was starting a movie star acting like a ""normal american"". i feel like all the fuss came from a manufactured PR campaign and a bunch of city snobs who thought the movie settings were exotic. but it was sorta white trashy poverty porn. but dull, poverty porn. Well shot and Francis McDormand was a real trooper. she was believable as a factory worker. i guess that's what people were so wowed about? Lol","","hm","","https://www.amazon.com/gp/profile/amzn1.account.AGMJW6IDW3FORFMGFNOKBESI2JOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R12USQPCJH4D76/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Westwind ""Bill""","","Verified Purchase","","","","5.0","September 03, 2021","United States 🇺🇸","I rented this movie through Amazon Prime. Actress Frances McDormand does an excellent job portraying ""Fern,"" a woman who chucks it all and moves into a camper to move around the country with other ""nomads."" The movie is thought-provoking. I'm not a movie buff so I've only seen two other movies starring McDormand--""Fargo"" and ""Three Billboards."" It's easy to see why she has won Oscars for her work. Top-notch actor.","","Good Movie","","https://www.amazon.com/gp/profile/amzn1.account.AF3N3KLZBLZK26CX72LKZ6XVE6GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=9&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2EF8FIXGRWHBC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Karen","","","","","","2.0","May 04, 2021","United States","This movie protests seniors as being desperate crazy and broke.....moving from one place to another to find any kinda job to pay for food and the RV they living in....I mean they are so vulnerable traveling in junkyard Rvs hunting for water every morning living in deserted areas but they suppose to be so happy....give me a darn break!!!...just unrealistic","","Seniors are not DESPERATE AND CRAZY to put their lives in constant danger!!!","","https://www.amazon.com/gp/profile/amzn1.account.AGWERT5JJMRFM426HPG4YDS4WDXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RTNJOMF8Z4FQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","An old soldier","","","","","","1.0","November 26, 2021","United States","Do something better with your time-like going to the dentist!","","Award for one of most boring, slowest, pointless movies I've ever seen in 73 years","1","https://www.amazon.com/gp/profile/amzn1.account.AEYCJYUXNLIIACXJGZ5AB2HYEVRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RLKOIZ55HGNVK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Roberto","","Verified Purchase","","","","5.0","August 06, 2021","Italy 🇮🇹","Bellissimo. Lo consiglio !!","","DVD","","","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=87&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Jill A Green","","Verified Purchase","","","","2.0","July 16, 2021","United States 🇺🇸","I watched an hour of it & the story never got any better.","","Boring","","https://www.amazon.com/gp/profile/amzn1.account.AFRCMKQ3BP4CRX6UXG364SVC4ZHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=53&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R3S82AH3CHNHYM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","TigerEd","","Verified Purchase","","","","5.0","June 07, 2021","United States","Excellent 5 stars movie!! Well written story, great acting, very good cinematography and superb direction!!","","Well deserved Oscar winner","","https://www.amazon.com/gp/profile/amzn1.account.AHNV2XQCCAD2IK7QXWTWMI5KCCJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=38&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R386NXQNZTI45H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","A Reader","","","","","","5.0","July 22, 2021","United States 🇺🇸","Sad, because of the difficult circumstances and tragedies we learn about in this film…but ultimately, it is the beauty of the people—in their courage and grace—and in nature that stand out… Additionally it was refreshing to see non-professional actors in most of the roles…especially as they are very cool, unconventional, and adventurous free spirits. The movie makes clear life on the road is very much a constant struggle to survive…yet, because of the beauty that is still abundant amidst the harshness, I felt this ended up being a surprisingly freeing film…","","A sad and beautiful film","1","https://www.amazon.com/gp/profile/amzn1.account.AF5ZB5BLV4CA26CRSUNTLGAZDXDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=71&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R1CY09V5MGEXWX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Laura Chapin","","Verified Purchase","","","","5.0","May 08, 2022","United States 🇺🇸","Very interesting and intriguing. Acting is amazing.","","Best movie I know","","https://www.amazon.com/gp/profile/amzn1.account.AGX72L44U7KWHPIQITMGD5D64QYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=7&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R399C0SHCBJGD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","ME","","Verified Purchase","","","","5.0","October 30, 2021","United States","i can see why she won an academy","","awesome acting","","https://www.amazon.com/gp/profile/amzn1.account.AGSUTHYA2IZXEIBVT5T5B53WY2JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=79&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RE76J0O1F1A1E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Leah Matteson","","","","","","5.0","May 01, 2021","United States","Just an overall moving and amazing story.","","Excellent!","","https://www.amazon.com/gp/profile/amzn1.account.AE4ZKAUKPF2QXJ2MRUO42MYJBAQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RBKB0CEX0QA3Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","tlee","","Verified Purchase","","","","3.0","February 05, 2022","United States","Decent movie. It's likely available to watch elsewhere for free though.","","Rented in error, MY mistake.","","https://www.amazon.com/gp/profile/amzn1.account.AEKGYDLZUB7OYKQYKYJTQJKVIUYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=12&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R35XWVKIDVTD73/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","NPR Fan","","Verified Purchase","","","","5.0","April 26, 2021","United States","How to live from a van and the subculture of people who must live that way & those who choose to live that way. Touching human stories.","","Touching human stories","4","https://www.amazon.com/gp/profile/amzn1.account.AHFKPKAFMMDXJ4PRCMQ2XFWOQBQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=32&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R1ZFQ6RG3NWNG4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Susan Matson","","Verified Purchase","","","","5.0","July 12, 2022","United States","Most of us know, or think we know, what it’s like to be homeless or on the brink of losing a home. On the flip side, it’s a sweet dream to imagine living out of a small trailer for a short vacation down at the lake. But this fictionalized bit completely believable story melds those two visions by shining a light on those vagabonds permanently living on wheels, with no fixed address. Along the way, opens up whole worlds: of people with pride and identity but forced to be continually on the move when the monthly or semi yearly rental agreement ends: always on the edge, looking for something better, without any real prospects on the horizon. This is a feast or famine existence, where a lucky few get short-term employment at best and seemingly live without plans, from hand to mouth. At worst there is the prospect of disease and old age hitting with no support systems built into a trailer park or roadside stop. At best, there are impromptu communities and warm sharing of resources—but these are fragile networks, like feathers in the wind. The vagabonds move on and on, sometimes meeting again randomly—or not at all. This was a highly original work in the style of a documentary built on a simple empathetic character trying to build a life on shaky ground..the small world of a camper, clothes in one corner and portapotty in another. There’s little energy left for looking back about mistakes made. There’s only the decision about how to do the laundry, and where to find groceries this week. With a turn of bad luck, almost any of us could be in her shoes. This chance to have our eyes opened to the possibility is the gift that this movie offers.","","Eye-Opening!","","https://www.amazon.com/gp/profile/amzn1.account.AGP4NMMAM3VBS7B5BXJRXXDTHRBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=83&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R379J6D59JCVPS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
