asin,product_title,average_rating,total_reviews,review_author,author_badge,badge,reviewed_product_attribute,reviewed_variant_asin,variant_review_url,review_rating,review_date,reviewed_country,review_text,review_comment_count,review_header,no_of_people_reacted_helpful,author_profile_url,url,brand,review_url,input
B09XC5SKR2,The Batman,4.5,558,LISSET CENDALES,,,,,,1.0,"July 18, 2022",United States,you got to be kidding me ...this is the worst and i mean the worst batman movie ever !!!! who the hell is this guy playing batman ? this dude looks like a heroin junkie . very bad actor . and where is the bat mobile ? bat cycle being ridden in the rain all through out the whole movie . whats up with that. overall if i could give this movie no stars i whould in a heart beat . this movie is total garbage.,,"the bad ,batman movie",,https://www.amazon.com/gp/profile/amzn1.account.AHBYVJDL5AVUUZR4FVUY7ABIBNNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=42&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2AA8U8VMW26G0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Paul,,Verified Purchase,,,,5.0,"July 28, 2022",United States 🇺🇸,I liked everything about this everything was super i added this to blue ray collection.,,This seller rocks his products are great!,,https://www.amazon.com/gp/profile/amzn1.account.AHH6VCZTOKZ3DHHRIV3FG2J5TCIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=11&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R39X68G7KY8VA1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Davo,,,,,,2.0,"April 20, 2022",United States,"Okay let me make this perfectly clear...,: I love Batman! That being said when I saw this in theaters, it just felt like I had already seen the movie before.- Instantly! Edward Nygma has two different villain personas, (Riddler and Hush) it's like they tried to combine the two into one person (not how this is supposed to work). Plus it also felt like Pattinson didn't play a very intelligent Batman in all the history of Batman's Rogues gallery Riddler is not an impressive enemy he's always been easily outsmarted by Batman which is where the second personality Hush came in. I did like the Darkness of it and the concept they were attempting for, I understood that, but rehashing old movies it's lazy. P.S. Anyone curious to know what I'm talking about look for the movie: Batman Hush.",,Nothing I haven't seen before,5,https://www.amazon.com/gp/profile/amzn1.account.AH6K4EACNHZCKPXU3XFRKIUEQCRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=47&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R1J97XW90WL73P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Wise man,,,,,,5.0,"June 26, 2022",United States,I like this batman because its finally close to being a detective story for once. I just wish it was a new character rather than using the riddler. But since the riddler makes sense to be serial killer leaving clues... I guess thats a good choice. The riddler being a thief who leaves clues..was kinda dumb. I do like this added change. Usually I dont like it when they stray too far from a characters origin or personality from a comic book. I rather they just create a new character for batman to fight if they change the origin or personality too much.,,I like batman when its dark serious tone,,https://www.amazon.com/gp/profile/amzn1.account.AH2OILV3C76EAIB3R47YYCL6G5PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=32&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2HQ1M4D1ZKFO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Fermín,,,,,,1.0,"May 15, 2022",United States,"Possibly the worst Batman movie to date. It was way to slow for me. I even saw some families leaving the theater. I understand that this was supposed to be when The Batman was just starting out, but it was just way to slow for us.",,Way too slow for us. Not enough action.,5,https://www.amazon.com/gp/profile/amzn1.account.AGLVOGOO3HCOK3WGCWZC7JWO26FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=47&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R27TVHDM7UNTR2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Barbie,,Verified Purchase,,,,5.0,"July 27, 2022",United States,Great movie,,Great movie,,https://www.amazon.com/gp/profile/amzn1.account.AECQASY3INWYEP57Y6GGMRJTIAQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=14&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2AOCN6SJ22CP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Lois K. Bushman,,,,,,5.0,"April 19, 2022",United States 🇺🇸,Finally we get a version of Batman who’s the world’s greatest detective and it’s glorious!,,"Finally, the world’s greatest detective!",7,https://www.amazon.com/gp/profile/amzn1.account.AHEVZOWUQQ7PEAW4UBM4OL7FDDPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=40&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R3EP2J123WIGEE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,VladimireTod,,Verified Purchase,,,,3.0,"August 17, 2022",United States 🇺🇸,Honestly if I paid for this instead of a family member I’d probably be more disappointed but it looks like a Segway to a series. But honestly they could work on some of the scenes angles an to make it more interesting,,Idk how to feel,,https://www.amazon.com/gp/profile/amzn1.account.AGMPRWYINHZLBYKPDA2APSGY3PEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=13&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R1V1J5L14YRBLV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,James M,VINE VOICE,,,,,2.0,"June 13, 2022",United States,"This movie had its moments for one or two good action scenes and even some suspenseful dark almost horror like effects which is what I understand was part of the goal for Matt Reeves. However, when you think back about all of the stop start sub plots through the moments of confusion and endless drifting dialogue you realize why your foot has fallen asleep and you are imagining that George Clooney might show up eventually. This movie is full of overplayed and repeated action scenes and insipid emotional boredom and should have been an hour shorter to spare us the mental anguish. Robert Pattinson has never been able to do anything except smolder like an ageless vampire that laments his eternal damnation. Unfortunately Zoe Kravitz is not much better, getting by on her pouty lips and the ability to throw a cat suit about with finesse. What is truly sad is that the start of the movie with the story line around the Riddler and his evil plans to expose the corruption in Gotham actually began to develop in an interesting way. However the plot thinned after the first hour and a half and began to sour in the last hour as it culminated in the worst anticlimactic and ridiculous finale since Bane's attempt to destroy the city in The Dark Knight Rises. The plot soars and then dies, the acting is meh, the dynamic tension snaps all over the place and the Batsessories (which we all love so much) were so much less than anything else we have seen in the past. I gave this 2 stars because I liked one scene where Batman takes out the bad guys in the club near the end and the only light was given off by the sub machine gun fire. That scene alone was worthy of a replay. the rest of the movie should be taken behind the barn and put out of its misery.",,Zoolander and Twilight Made a Batman Movie,,https://www.amazon.com/gp/profile/amzn1.account.AF5OSUCPOCFV46QE6Y5KYKTNJ2PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=42&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2DIPPR729397A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Dick_Tracy,,,,,,1.0,"June 20, 2022",United States,"What’s wrong with movies producers nowadays? First, the crappy Matrix Resolution, then Badman. This movie literally “bad’ if not the worst. Lacks focus, plots, and imagination. Oh, what’s going on with that Bat Mobile? Looks worst than a used car with no style nor substance. The actors played Bruce Wayne and Alfred look uninspiring and tired. Is this what Batman should be, got sick with COVID-carrying bats and never bounced back? Superheroes supposed to bring hope with strength, not gunning for some corrupt and dilapidated joint with no proper strategies, resulting no focus and plots. Worst Batman ever!",,Should’ve renamed to Badman,,https://www.amazon.com/gp/profile/amzn1.account.AE3GLRACXAO76USGYH3WH7RWTAKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=45&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2AA9HN0Z2O1PS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Ace-of-Stars,VINE VOICE,Verified Purchase,,,,4.0,"June 13, 2022",United States 🇺🇸,"No issues with the movie itself – it is the ringing definition of Awesome, being a nice blend of elements from beloved Batman stories such as ""The Long Halloween,"" ""Hush,"" and ""Batman: Year One""! But Warner Bros. decided to ""cheap-out"" on us yet again by producing a DV-Disc of this dynamite movie with almost No Extra Content! All we got was a brief featurette about costume design, and that was it! (hence, only FOUR stars instead of five) ~ Don't know if the BD offered anything additional, but it would not surprise me if WB skimped out on that audience as well. – BOO! on you, WB!",,Fantastic Movie! Meh DVD...,1,https://www.amazon.com/gp/profile/amzn1.account.AGCQMMWYL6ZYMWWRWA5RVRE4ZPTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2MV6IG6UXT300/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,thomas P halderman,,Verified Purchase,,,,5.0,"August 01, 2022",United States,it was in good shape when i got it. it was a good movie.,,good movie,,https://www.amazon.com/gp/profile/amzn1.account.AHAVZMUUSXNQODKSN42774EUEISA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=55&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R7ER5WGSWRKUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
